dcterms:identifier,osgeo:termID,rdf:type,rdf:type,rdfs:label,osgeo:abbreviation,skos:prefLabel @en,skos:altLabel @en,skos:definition @en,osgeo-lang:eng-note,osgeo-lang:eng-note,osgeo-lang:eng-note,osgeo:example @en,osgeo:example @en,osgeo:hasSource,osgeo:hasSource,osgeo:clause,osgeo:hasInfo,osgeo:hasReview,osgeo:hasLDAPI,osgeo:jsonURI,osgeo:hasLDAPI,osgeo:jsonldURI,osgeo:hasLDAPI,osgeo:rdfxmlURI,osgeo:hasLDAPI,osgeo:rdfxmlURI2,skos:inScheme,osgeo:hasOrigin @anyURI,osgeo:hasOrigin,osgeo:classification,skos:notation
38,osgeo-concept:c38,skos:Concept,owl:NamedIndividual,Census Research Centre,CRC,Census Research Centre,,Definition not provided in this language.,,,,,,https://www.osgeo.org/initiatives/geo-for-all/geo-newsletters-archive/,,,osgeo-info:Info38,osgeo-review:Review38,ldapi38-json,https://osgeo.geolexica.org/api/ldapi/38.json,ldapi38-jsonld,https://osgeo.geolexica.org/api/ldapi/38.jsonld,ldapi38-rdfxml,https://osgeo.geolexica.org/api/ldapi/38.rdf,ldapi38-skosrdf,https://osgeo.geolexica.org/api/ldapi/38.ttl,osgeo:OSGeoConceptScheme,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,38
39,osgeo-concept:c39,skos:Concept,owl:NamedIndividual,Center of Excellence for Geospatial Information Science,CEGIS,Center of Excellence for Geospatial Information Science,,Definition not provided in this language.,,,,,,https://www.osgeo.org/initiatives/geo-for-all/geo-newsletters-archive/,,,osgeo-info:Info39,osgeo-review:Review39,ldapi39-json,https://osgeo.geolexica.org/api/ldapi/39.json,ldapi39-jsonld,https://osgeo.geolexica.org/api/ldapi/39.jsonld,ldapi39-rdfxml,https://osgeo.geolexica.org/api/ldapi/39.rdf,ldapi39-skosrdf,https://osgeo.geolexica.org/api/ldapi/39.ttl,osgeo:OSGeoConceptScheme,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,39
40,osgeo-concept:c40,skos:Concept,owl:NamedIndividual,CEOS Working Group on Capacity Building and Data Democracy,WGCapD,CEOS Working Group on Capacity Building and Data Democracy,,Definition not provided in this language.,,,,,,https://www.osgeo.org/initiatives/geo-for-all/geo-newsletters-archive/,,,osgeo-info:Info40,osgeo-review:Review40,ldapi40-json,https://osgeo.geolexica.org/api/ldapi/40.json,ldapi40-jsonld,https://osgeo.geolexica.org/api/ldapi/40.jsonld,ldapi40-rdfxml,https://osgeo.geolexica.org/api/ldapi/40.rdf,ldapi40-skosrdf,https://osgeo.geolexica.org/api/ldapi/40.ttl,osgeo:OSGeoConceptScheme,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,40
41,osgeo-concept:c41,skos:Concept,owl:NamedIndividual,clearinghouse,,clearinghouse,,"distributed service for metadata about geospatial data locating. Allows to search in one or several nodes or servers that have been registered in the Clearinghouse of the Internet. It is the term used by FGDC, equivalent to the OGC’s Catalogue Service.",,,,,,,,,osgeo-info:Info41,osgeo-review:Review41,ldapi41-json,https://osgeo.geolexica.org/api/ldapi/41.json,ldapi41-jsonld,https://osgeo.geolexica.org/api/ldapi/41.jsonld,ldapi41-rdfxml,https://osgeo.geolexica.org/api/ldapi/41.rdf,ldapi41-skosrdf,https://osgeo.geolexica.org/api/ldapi/41.ttl,osgeo:OSGeoConceptScheme,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,41
42,osgeo-concept:c42,skos:Concept,owl:NamedIndividual,CNIDR z39.50 Server,,CNIDR z39.50 Server,,Clearinghouse for Networked Information Discovery and Retrieval z39.50 server,Note to entry:  Also known as zDist.,,,,,https://joinup.ec.europa.eu/sites/default/files/document/2011-12/gvsig-1_0-man-v1-en_01.pdf,,,osgeo-info:Info42,osgeo-review:Review42,ldapi42-json,https://osgeo.geolexica.org/api/ldapi/42.json,ldapi42-jsonld,https://osgeo.geolexica.org/api/ldapi/42.jsonld,ldapi42-rdfxml,https://osgeo.geolexica.org/api/ldapi/42.rdf,ldapi42-skosrdf,https://osgeo.geolexica.org/api/ldapi/42.ttl,osgeo:OSGeoConceptScheme,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,42
43,osgeo-concept:c43,skos:Concept,owl:NamedIndividual,Collaboratively Contributed Geographic Information,CCGI,Collaboratively Contributed Geographic Information,,Definition not provided in this language.,,,,,,https://www.osgeo.org/initiatives/geo-for-all/geo-newsletters-archive/,,,osgeo-info:Info43,osgeo-review:Review43,ldapi43-json,https://osgeo.geolexica.org/api/ldapi/43.json,ldapi43-jsonld,https://osgeo.geolexica.org/api/ldapi/43.jsonld,ldapi43-rdfxml,https://osgeo.geolexica.org/api/ldapi/43.rdf,ldapi43-skosrdf,https://osgeo.geolexica.org/api/ldapi/43.ttl,osgeo:OSGeoConceptScheme,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,43
44,osgeo-concept:c44,skos:Concept,owl:NamedIndividual,Committee on Data for Science and Technology,CODATA,Committee on Data for Science and Technology,,Committee on Data for Science and Technology,,,,,,https://www.osgeo.org/initiatives/geo-for-all/geo-newsletters-archive/,,,osgeo-info:Info44,osgeo-review:Review44,ldapi44-json,https://osgeo.geolexica.org/api/ldapi/44.json,ldapi44-jsonld,https://osgeo.geolexica.org/api/ldapi/44.jsonld,ldapi44-rdfxml,https://osgeo.geolexica.org/api/ldapi/44.rdf,ldapi44-skosrdf,https://osgeo.geolexica.org/api/ldapi/44.ttl,osgeo:OSGeoConceptScheme,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,44
45,osgeo-concept:c45,skos:Concept,owl:NamedIndividual,Committee on Earth Observation Satellites,CEOS,Committee on Earth Observation Satellites,,Definition not provided in this language.,,,,,,https://www.osgeo.org/initiatives/geo-for-all/geo-newsletters-archive/,,,osgeo-info:Info45,osgeo-review:Review45,ldapi45-json,https://osgeo.geolexica.org/api/ldapi/45.json,ldapi45-jsonld,https://osgeo.geolexica.org/api/ldapi/45.jsonld,ldapi45-rdfxml,https://osgeo.geolexica.org/api/ldapi/45.rdf,ldapi45-skosrdf,https://osgeo.geolexica.org/api/ldapi/45.ttl,osgeo:OSGeoConceptScheme,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,45
46,osgeo-concept:c46,skos:Concept,owl:NamedIndividual,Common Object Model,COM,Common Object Model,,binary-interface standard for software components introduced by Microsoft,,,,,,https://www.opengeospatial.org/acronyms,,,osgeo-info:Info46,osgeo-review:Review46,ldapi46-json,https://osgeo.geolexica.org/api/ldapi/46.json,ldapi46-jsonld,https://osgeo.geolexica.org/api/ldapi/46.jsonld,ldapi46-rdfxml,https://osgeo.geolexica.org/api/ldapi/46.rdf,ldapi46-skosrdf,https://osgeo.geolexica.org/api/ldapi/46.ttl,osgeo:OSGeoConceptScheme,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,46
47,osgeo-concept:c47,skos:Concept,owl:NamedIndividual,Common Object Request Broker Architecture,CORBA,Common Object Request Broker Architecture,,standard defined by the Object Management Group designed to facilitate the communication of systems that are deployed on diverse platforms,,,,,,https://www.opengeospatial.org/acronyms,,,osgeo-info:Info47,osgeo-review:Review47,ldapi47-json,https://osgeo.geolexica.org/api/ldapi/47.json,ldapi47-jsonld,https://osgeo.geolexica.org/api/ldapi/47.jsonld,ldapi47-rdfxml,https://osgeo.geolexica.org/api/ldapi/47.rdf,ldapi47-skosrdf,https://osgeo.geolexica.org/api/ldapi/47.ttl,osgeo:OSGeoConceptScheme,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,47
48,osgeo-concept:c48,skos:Concept,owl:NamedIndividual,Compliance Test Language,CTL,Compliance Test Language,,Definition not provided in this language.,,,,,,https://www.opengeospatial.org/acronyms,,,osgeo-info:Info48,osgeo-review:Review48,ldapi48-json,https://osgeo.geolexica.org/api/ldapi/48.json,ldapi48-jsonld,https://osgeo.geolexica.org/api/ldapi/48.jsonld,ldapi48-rdfxml,https://osgeo.geolexica.org/api/ldapi/48.rdf,ldapi48-skosrdf,https://osgeo.geolexica.org/api/ldapi/48.ttl,osgeo:OSGeoConceptScheme,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,48
49,osgeo-concept:c49,skos:Concept,owl:NamedIndividual,Comprehensive African Agricultural Development Programme,CAADP,Comprehensive African Agricultural Development Programme,,Definition not provided in this language.,,,,,,https://www.osgeo.org/initiatives/geo-for-all/geo-newsletters-archive/,,,osgeo-info:Info49,osgeo-review:Review49,ldapi49-json,https://osgeo.geolexica.org/api/ldapi/49.json,ldapi49-jsonld,https://osgeo.geolexica.org/api/ldapi/49.jsonld,ldapi49-rdfxml,https://osgeo.geolexica.org/api/ldapi/49.rdf,ldapi49-skosrdf,https://osgeo.geolexica.org/api/ldapi/49.ttl,osgeo:OSGeoConceptScheme,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,49
50,osgeo-concept:c50,skos:Concept,owl:NamedIndividual,compression,,compression,,technique used to reduce the space used by data,"Note to entry: The technique reduces the space used by data by reducing the amount of bits needed to store and transmit information. Alternatively, there are techniques for lossless or destructive compressions.",,,EXAMPLE: GIF and JPG for the digital images respectively.,,,,,osgeo-info:Info50,osgeo-review:Review50,ldapi50-json,https://osgeo.geolexica.org/api/ldapi/50.json,ldapi50-jsonld,https://osgeo.geolexica.org/api/ldapi/50.jsonld,ldapi50-rdfxml,https://osgeo.geolexica.org/api/ldapi/50.rdf,ldapi50-skosrdf,https://osgeo.geolexica.org/api/ldapi/50.ttl,osgeo:OSGeoConceptScheme,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,50
51,osgeo-concept:c51,skos:Concept,owl:NamedIndividual,Compute Unified Device Architecture,CUDA,Compute Unified Device Architecture,,Definition not provided in this language.,,,,,,https://www.osgeo.org/initiatives/geo-for-all/geo-newsletters-archive/,,,osgeo-info:Info51,osgeo-review:Review51,ldapi51-json,https://osgeo.geolexica.org/api/ldapi/51.json,ldapi51-jsonld,https://osgeo.geolexica.org/api/ldapi/51.jsonld,ldapi51-rdfxml,https://osgeo.geolexica.org/api/ldapi/51.rdf,ldapi51-skosrdf,https://osgeo.geolexica.org/api/ldapi/51.ttl,osgeo:OSGeoConceptScheme,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,51
52,osgeo-concept:c52,skos:Concept,owl:NamedIndividual,computer-aided design,CAD,computer-aided design,,"automatic system oriented to design, draw and graphical visualization",,,,,,https://joinup.ec.europa.eu/sites/default/files/document/2011-12/gvsig-1_0-man-v1-en_01.pdf,,,osgeo-info:Info52,osgeo-review:Review52,ldapi52-json,https://osgeo.geolexica.org/api/ldapi/52.json,ldapi52-jsonld,https://osgeo.geolexica.org/api/ldapi/52.jsonld,ldapi52-rdfxml,https://osgeo.geolexica.org/api/ldapi/52.rdf,ldapi52-skosrdf,https://osgeo.geolexica.org/api/ldapi/52.ttl,osgeo:OSGeoConceptScheme,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,52
53,osgeo-concept:c53,skos:Concept,owl:NamedIndividual,Computer-aided design and drafting,CADD or CAD,Computer-aided design and drafting,,Definition not provided in this language.,,,,,,https://www.opengeospatial.org/acronyms,,,osgeo-info:Info53,osgeo-review:Review53,ldapi53-json,https://osgeo.geolexica.org/api/ldapi/53.json,ldapi53-jsonld,https://osgeo.geolexica.org/api/ldapi/53.jsonld,ldapi53-rdfxml,https://osgeo.geolexica.org/api/ldapi/53.rdf,ldapi53-skosrdf,https://osgeo.geolexica.org/api/ldapi/53.ttl,osgeo:OSGeoConceptScheme,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,53
54,osgeo-concept:c54,skos:Concept,owl:NamedIndividual,computer-generated imagery,CGI,computer-generated imagery,,special visual effects created using computer software,,,,,,https://mapserver.org/glossary.html,,,osgeo-info:Info54,osgeo-review:Review54,ldapi54-json,https://osgeo.geolexica.org/api/ldapi/54.json,ldapi54-jsonld,https://osgeo.geolexica.org/api/ldapi/54.jsonld,ldapi54-rdfxml,https://osgeo.geolexica.org/api/ldapi/54.rdf,ldapi54-skosrdf,https://osgeo.geolexica.org/api/ldapi/54.ttl,osgeo:OSGeoConceptScheme,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,54
55,osgeo-concept:c55,skos:Concept,owl:NamedIndividual,Consortium of Universities for the Advancement of Hydrologic Science,CUAHSI,Consortium of Universities for the Advancement of Hydrologic Science,,Definition not provided in this language.,,,,,,https://www.opengeospatial.org/acronyms,,,osgeo-info:Info55,osgeo-review:Review55,ldapi55-json,https://osgeo.geolexica.org/api/ldapi/55.json,ldapi55-jsonld,https://osgeo.geolexica.org/api/ldapi/55.jsonld,ldapi55-rdfxml,https://osgeo.geolexica.org/api/ldapi/55.rdf,ldapi55-skosrdf,https://osgeo.geolexica.org/api/ldapi/55.ttl,osgeo:OSGeoConceptScheme,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,55
56,osgeo-concept:c56,skos:Concept,owl:NamedIndividual,Content Standard for Digital Geospatial Metadata,CSDGM,Content Standard for Digital Geospatial Metadata,,determines metadata that exists in a geographical position and how to access to them,Note to entry:  Does not dictate how to organize the data in a computer nor which software to use.,,,,,https://joinup.ec.europa.eu/sites/default/files/document/2011-12/gvsig-1_0-man-v1-en_01.pdf,,,osgeo-info:Info56,osgeo-review:Review56,ldapi56-json,https://osgeo.geolexica.org/api/ldapi/56.json,ldapi56-jsonld,https://osgeo.geolexica.org/api/ldapi/56.jsonld,ldapi56-rdfxml,https://osgeo.geolexica.org/api/ldapi/56.rdf,ldapi56-skosrdf,https://osgeo.geolexica.org/api/ldapi/56.ttl,osgeo:OSGeoConceptScheme,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,56
57,osgeo-concept:c57,skos:Concept,owl:NamedIndividual,coordinate,,coordinate,,one of a sequence of numbers designating the position of a point,"Note to entry:  In a spatial coordinate reference system, the coordinate numbers are qualified by units.",,,,,,osgeo-source:ISO-19111-2019,3.1.5,osgeo-info:Info57,osgeo-review:Review57,ldapi57-json,https://osgeo.geolexica.org/api/ldapi/57.json,ldapi57-jsonld,https://osgeo.geolexica.org/api/ldapi/57.jsonld,ldapi57-rdfxml,https://osgeo.geolexica.org/api/ldapi/57.rdf,ldapi57-skosrdf,https://osgeo.geolexica.org/api/ldapi/57.ttl,osgeo:OSGeoConceptScheme,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,57
58,osgeo-concept:c58,skos:Concept,owl:NamedIndividual,Coordinate geometry,COGO,Coordinate geometry,,Definition not provided in this language.,,,,,,https://www.osgeo.org/initiatives/geo-for-all/geo-newsletters-archive/,,,osgeo-info:Info58,osgeo-review:Review58,ldapi58-json,https://osgeo.geolexica.org/api/ldapi/58.json,ldapi58-jsonld,https://osgeo.geolexica.org/api/ldapi/58.jsonld,ldapi58-rdfxml,https://osgeo.geolexica.org/api/ldapi/58.rdf,ldapi58-skosrdf,https://osgeo.geolexica.org/api/ldapi/58.ttl,osgeo:OSGeoConceptScheme,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,58
59,osgeo-concept:c59,skos:Concept,owl:NamedIndividual,Coordinate Reference System,CRS,Coordinate Reference System,,coordinate system that is related to an object by a datum,Note 1 to entry:  Geodetic and vertical datums are referred to as reference frames.,"Note 2 to entry:  For geodetic and vertical reference frames, the object will be the Earth. In planetary applications, geodetic and vertical reference frames may be applied to other celestial bodies.",,,,,osgeo-source:ISO-19111-2019,3.1.9,osgeo-info:Info59,osgeo-review:Review59,ldapi59-json,https://osgeo.geolexica.org/api/ldapi/59.json,ldapi59-jsonld,https://osgeo.geolexica.org/api/ldapi/59.jsonld,ldapi59-rdfxml,https://osgeo.geolexica.org/api/ldapi/59.rdf,ldapi59-skosrdf,https://osgeo.geolexica.org/api/ldapi/59.ttl,osgeo:OSGeoConceptScheme,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,59
60,osgeo-concept:c60,skos:Concept,owl:NamedIndividual,coordinate reference system,CRS,coordinate reference system,,coordinate system that is related to an object by a datum,Note 1 to entry:  Geodetic and vertical datums are referred to as reference frames.,"Note 2 to entry:  For geodetic and vertical reference frames, the object will be the Earth. In planetary applications, geodetic and vertical reference frames may be applied to other celestial bodies.",,,,,osgeo-source:ISO-19111-2019,3.1.9,osgeo-info:Info60,osgeo-review:Review60,ldapi60-json,https://osgeo.geolexica.org/api/ldapi/60.json,ldapi60-jsonld,https://osgeo.geolexica.org/api/ldapi/60.jsonld,ldapi60-rdfxml,https://osgeo.geolexica.org/api/ldapi/60.rdf,ldapi60-skosrdf,https://osgeo.geolexica.org/api/ldapi/60.ttl,osgeo:OSGeoConceptScheme,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,60
61,osgeo-concept:c61,skos:Concept,owl:NamedIndividual,coverage,,coverage,,"feature that acts as a function to return values from its range for any direct position within its spatial, temporal or spatiotemporal domain","Note to entry:  In other words, a coverage is a feature that has multiple values for each attribute type, where each direct position within the geometric representation of the feature has a single value for each attribute type.",,,"EXAMPLE: Examples include a raster image, polygon overlay or digital elevation matrix.",,,osgeo-source:ISO-19123-2005,4.1.7,osgeo-info:Info61,osgeo-review:Review61,ldapi61-json,https://osgeo.geolexica.org/api/ldapi/61.json,ldapi61-jsonld,https://osgeo.geolexica.org/api/ldapi/61.jsonld,ldapi61-rdfxml,https://osgeo.geolexica.org/api/ldapi/61.rdf,ldapi61-skosrdf,https://osgeo.geolexica.org/api/ldapi/61.ttl,osgeo:OSGeoConceptScheme,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,61
62,osgeo-concept:c62,skos:Concept,owl:NamedIndividual,Create Read Update and Delete.,CRUD,Create Read Update and Delete.,,Definition not provided in this language.,,,,,,https://geonetwork-opensource.org/manuals/2.10.4/eng/users/glossary.html,,,osgeo-info:Info62,osgeo-review:Review62,ldapi62-json,https://osgeo.geolexica.org/api/ldapi/62.json,ldapi62-jsonld,https://osgeo.geolexica.org/api/ldapi/62.jsonld,ldapi62-rdfxml,https://osgeo.geolexica.org/api/ldapi/62.rdf,ldapi62-skosrdf,https://osgeo.geolexica.org/api/ldapi/62.ttl,osgeo:OSGeoConceptScheme,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,62
63,osgeo-concept:c63,skos:Concept,owl:NamedIndividual,Creative Commons,,Creative Commons,,American non-profit organization and international network devoted to educational access and expanding the range of creative works available for others to build upon legally and to share,,,,,,https://geonetwork-opensource.org/manuals/2.10.4/eng/users/glossary.html,,,osgeo-info:Info63,osgeo-review:Review63,ldapi63-json,https://osgeo.geolexica.org/api/ldapi/63.json,ldapi63-jsonld,https://osgeo.geolexica.org/api/ldapi/63.jsonld,ldapi63-rdfxml,https://osgeo.geolexica.org/api/ldapi/63.rdf,ldapi63-skosrdf,https://osgeo.geolexica.org/api/ldapi/63.ttl,osgeo:OSGeoConceptScheme,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,63
64,osgeo-concept:c64,skos:Concept,owl:NamedIndividual,CyberInfrastructure,CI,CyberInfrastructure,,Definition not provided in this language.,,,,,,https://www.osgeo.org/initiatives/geo-for-all/geo-newsletters-archive/,,,osgeo-info:Info64,osgeo-review:Review64,ldapi64-json,https://osgeo.geolexica.org/api/ldapi/64.json,ldapi64-jsonld,https://osgeo.geolexica.org/api/ldapi/64.jsonld,ldapi64-rdfxml,https://osgeo.geolexica.org/api/ldapi/64.rdf,ldapi64-skosrdf,https://osgeo.geolexica.org/api/ldapi/64.ttl,osgeo:OSGeoConceptScheme,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,64
65,osgeo-concept:c65,skos:Concept,owl:NamedIndividual,Data Access Object,DAO,Data Access Object,,Definition not provided in this language.,,,,,,https://geonetwork-opensource.org/manuals/2.10.4/eng/users/glossary.html,,,osgeo-info:Info65,osgeo-review:Review65,ldapi65-json,https://osgeo.geolexica.org/api/ldapi/65.json,ldapi65-jsonld,https://osgeo.geolexica.org/api/ldapi/65.jsonld,ldapi65-rdfxml,https://osgeo.geolexica.org/api/ldapi/65.rdf,ldapi65-skosrdf,https://osgeo.geolexica.org/api/ldapi/65.ttl,osgeo:OSGeoConceptScheme,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,65
66,osgeo-concept:c66,skos:Concept,owl:NamedIndividual,Data Base File,DBF,Data Base File,,file format used by Dbase,,,,,,https://www.opengeospatial.org/acronyms,,,osgeo-info:Info66,osgeo-review:Review66,ldapi66-json,https://osgeo.geolexica.org/api/ldapi/66.json,ldapi66-jsonld,https://osgeo.geolexica.org/api/ldapi/66.jsonld,ldapi66-rdfxml,https://osgeo.geolexica.org/api/ldapi/66.rdf,ldapi66-skosrdf,https://osgeo.geolexica.org/api/ldapi/66.ttl,osgeo:OSGeoConceptScheme,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,66
