dcterms:identifier,osgeo:termID,rdfs:label,osgeo:abbreviation,skos:prefLabel @en,skos:altLabel @en,rdf:type,rdf:type,osgeo:hasLDAPI,osgeo:jsonURI,osgeo:hasLDAPI,osgeo:jsonldURI,osgeo:hasLDAPI,osgeo:rdfxmlURI,osgeo:hasLDAPI,osgeo:rdfxmlURI2,skos:inScheme,osgeo:hasInfo,osgeo:hasReview,skos:definition @en,osgeo-lang:eng-note,osgeo-lang:eng-note,osgeo-lang:eng-note,osgeo:hasSource,osgeo:example @en,osgeo:hasOrigin @anyURI,osgeo:hasOrigin,osgeo:classification,skos:notation
39,osgeo-concept:c39,Center of Excellence for Geospatial Information Science,CEGIS,Center of Excellence for Geospatial Information Science,,skos:Concept,owl:NamedIndividual,ldapi39-json,https://osgeo.geolexica.org/api/ldapi/39.json,ldapi39-jsonld,https://osgeo.geolexica.org/api/ldapi/39.jsonld,ldapi39-rdfxml,https://osgeo.geolexica.org/api/ldapi/39.rdf,ldapi39-skosrdf,https://osgeo.geolexica.org/api/ldapi/39.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info39,osgeo-review:Review39,Definition not provided in this language.,,,,https://www.osgeo.org/initiatives/geo-for-all/geo-newsletters-archive/,,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,39
40,osgeo-concept:c40,CEOS Working Group on Capacity Building and Data Democracy,WGCapD,CEOS Working Group on Capacity Building and Data Democracy,,skos:Concept,owl:NamedIndividual,ldapi40-json,https://osgeo.geolexica.org/api/ldapi/40.json,ldapi40-jsonld,https://osgeo.geolexica.org/api/ldapi/40.jsonld,ldapi40-rdfxml,https://osgeo.geolexica.org/api/ldapi/40.rdf,ldapi40-skosrdf,https://osgeo.geolexica.org/api/ldapi/40.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info40,osgeo-review:Review40,Definition not provided in this language.,,,,https://www.osgeo.org/initiatives/geo-for-all/geo-newsletters-archive/,,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,40
41,osgeo-concept:c41,clearinghouse,,clearinghouse,,skos:Concept,owl:NamedIndividual,ldapi41-json,https://osgeo.geolexica.org/api/ldapi/41.json,ldapi41-jsonld,https://osgeo.geolexica.org/api/ldapi/41.jsonld,ldapi41-rdfxml,https://osgeo.geolexica.org/api/ldapi/41.rdf,ldapi41-skosrdf,https://osgeo.geolexica.org/api/ldapi/41.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info41,osgeo-review:Review41,"distributed service for metadata about geospatial data locating. Allows to search in one or several nodes or servers that have been registered in the Clearinghouse of the Internet. It is the term used by FGDC, equivalent to the OGC’s Catalogue Service.",,,,,,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,41
42,osgeo-concept:c42,CNIDR z39.50 Server,,CNIDR z39.50 Server,,skos:Concept,owl:NamedIndividual,ldapi42-json,https://osgeo.geolexica.org/api/ldapi/42.json,ldapi42-jsonld,https://osgeo.geolexica.org/api/ldapi/42.jsonld,ldapi42-rdfxml,https://osgeo.geolexica.org/api/ldapi/42.rdf,ldapi42-skosrdf,https://osgeo.geolexica.org/api/ldapi/42.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info42,osgeo-review:Review42,Clearinghouse for Networked Information Discovery and Retrieval z39.50 server,Note to entry:  Also known as zDist.,,,https://joinup.ec.europa.eu/sites/default/files/document/2011-12/gvsig-1_0-man-v1-en_01.pdf,,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,42
43,osgeo-concept:c43,Collaboratively Contributed Geographic Information,CCGI,Collaboratively Contributed Geographic Information,,skos:Concept,owl:NamedIndividual,ldapi43-json,https://osgeo.geolexica.org/api/ldapi/43.json,ldapi43-jsonld,https://osgeo.geolexica.org/api/ldapi/43.jsonld,ldapi43-rdfxml,https://osgeo.geolexica.org/api/ldapi/43.rdf,ldapi43-skosrdf,https://osgeo.geolexica.org/api/ldapi/43.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info43,osgeo-review:Review43,Definition not provided in this language.,,,,https://www.osgeo.org/initiatives/geo-for-all/geo-newsletters-archive/,,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,43
44,osgeo-concept:c44,Committee on Data for Science and Technology,CODATA,Committee on Data for Science and Technology,,skos:Concept,owl:NamedIndividual,ldapi44-json,https://osgeo.geolexica.org/api/ldapi/44.json,ldapi44-jsonld,https://osgeo.geolexica.org/api/ldapi/44.jsonld,ldapi44-rdfxml,https://osgeo.geolexica.org/api/ldapi/44.rdf,ldapi44-skosrdf,https://osgeo.geolexica.org/api/ldapi/44.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info44,osgeo-review:Review44,Committee on Data for Science and Technology,,,,https://www.osgeo.org/initiatives/geo-for-all/geo-newsletters-archive/,,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,44
45,osgeo-concept:c45,Committee on Earth Observation Satellites,CEOS,Committee on Earth Observation Satellites,,skos:Concept,owl:NamedIndividual,ldapi45-json,https://osgeo.geolexica.org/api/ldapi/45.json,ldapi45-jsonld,https://osgeo.geolexica.org/api/ldapi/45.jsonld,ldapi45-rdfxml,https://osgeo.geolexica.org/api/ldapi/45.rdf,ldapi45-skosrdf,https://osgeo.geolexica.org/api/ldapi/45.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info45,osgeo-review:Review45,Definition not provided in this language.,,,,https://www.osgeo.org/initiatives/geo-for-all/geo-newsletters-archive/,,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,45
46,osgeo-concept:c46,Common Object Model,COM,Common Object Model,,skos:Concept,owl:NamedIndividual,ldapi46-json,https://osgeo.geolexica.org/api/ldapi/46.json,ldapi46-jsonld,https://osgeo.geolexica.org/api/ldapi/46.jsonld,ldapi46-rdfxml,https://osgeo.geolexica.org/api/ldapi/46.rdf,ldapi46-skosrdf,https://osgeo.geolexica.org/api/ldapi/46.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info46,osgeo-review:Review46,binary-interface standard for software components introduced by Microsoft,,,,https://www.opengeospatial.org/acronyms,,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,46
47,osgeo-concept:c47,Common Object Request Broker Architecture,CORBA,Common Object Request Broker Architecture,,skos:Concept,owl:NamedIndividual,ldapi47-json,https://osgeo.geolexica.org/api/ldapi/47.json,ldapi47-jsonld,https://osgeo.geolexica.org/api/ldapi/47.jsonld,ldapi47-rdfxml,https://osgeo.geolexica.org/api/ldapi/47.rdf,ldapi47-skosrdf,https://osgeo.geolexica.org/api/ldapi/47.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info47,osgeo-review:Review47,standard defined by the Object Management Group designed to facilitate the communication of systems that are deployed on diverse platforms,,,,https://www.opengeospatial.org/acronyms,,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,47
48,osgeo-concept:c48,Compliance Test Language,CTL,Compliance Test Language,,skos:Concept,owl:NamedIndividual,ldapi48-json,https://osgeo.geolexica.org/api/ldapi/48.json,ldapi48-jsonld,https://osgeo.geolexica.org/api/ldapi/48.jsonld,ldapi48-rdfxml,https://osgeo.geolexica.org/api/ldapi/48.rdf,ldapi48-skosrdf,https://osgeo.geolexica.org/api/ldapi/48.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info48,osgeo-review:Review48,Definition not provided in this language.,,,,https://www.opengeospatial.org/acronyms,,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,48
49,osgeo-concept:c49,Comprehensive African Agricultural Development Programme,CAADP,Comprehensive African Agricultural Development Programme,,skos:Concept,owl:NamedIndividual,ldapi49-json,https://osgeo.geolexica.org/api/ldapi/49.json,ldapi49-jsonld,https://osgeo.geolexica.org/api/ldapi/49.jsonld,ldapi49-rdfxml,https://osgeo.geolexica.org/api/ldapi/49.rdf,ldapi49-skosrdf,https://osgeo.geolexica.org/api/ldapi/49.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info49,osgeo-review:Review49,Definition not provided in this language.,,,,https://www.osgeo.org/initiatives/geo-for-all/geo-newsletters-archive/,,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,49
50,osgeo-concept:c50,compression,,compression,,skos:Concept,owl:NamedIndividual,ldapi50-json,https://osgeo.geolexica.org/api/ldapi/50.json,ldapi50-jsonld,https://osgeo.geolexica.org/api/ldapi/50.jsonld,ldapi50-rdfxml,https://osgeo.geolexica.org/api/ldapi/50.rdf,ldapi50-skosrdf,https://osgeo.geolexica.org/api/ldapi/50.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info50,osgeo-review:Review50,technique used to reduce the space used by data,"Note to entry: The technique reduces the space used by data by reducing the amount of bits needed to store and transmit information. Alternatively, there are techniques for lossless or destructive compressions.",,,,EXAMPLE: GIF and JPG for the digital images respectively.,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,50
51,osgeo-concept:c51,Compute Unified Device Architecture,CUDA,Compute Unified Device Architecture,,skos:Concept,owl:NamedIndividual,ldapi51-json,https://osgeo.geolexica.org/api/ldapi/51.json,ldapi51-jsonld,https://osgeo.geolexica.org/api/ldapi/51.jsonld,ldapi51-rdfxml,https://osgeo.geolexica.org/api/ldapi/51.rdf,ldapi51-skosrdf,https://osgeo.geolexica.org/api/ldapi/51.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info51,osgeo-review:Review51,Definition not provided in this language.,,,,https://www.osgeo.org/initiatives/geo-for-all/geo-newsletters-archive/,,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,51
52,osgeo-concept:c52,computer-aided design,CAD,computer-aided design,,skos:Concept,owl:NamedIndividual,ldapi52-json,https://osgeo.geolexica.org/api/ldapi/52.json,ldapi52-jsonld,https://osgeo.geolexica.org/api/ldapi/52.jsonld,ldapi52-rdfxml,https://osgeo.geolexica.org/api/ldapi/52.rdf,ldapi52-skosrdf,https://osgeo.geolexica.org/api/ldapi/52.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info52,osgeo-review:Review52,"automatic system oriented to design, draw and graphical visualization",,,,https://joinup.ec.europa.eu/sites/default/files/document/2011-12/gvsig-1_0-man-v1-en_01.pdf,,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,52
53,osgeo-concept:c53,Computer-aided design and drafting,CADD or CAD,Computer-aided design and drafting,,skos:Concept,owl:NamedIndividual,ldapi53-json,https://osgeo.geolexica.org/api/ldapi/53.json,ldapi53-jsonld,https://osgeo.geolexica.org/api/ldapi/53.jsonld,ldapi53-rdfxml,https://osgeo.geolexica.org/api/ldapi/53.rdf,ldapi53-skosrdf,https://osgeo.geolexica.org/api/ldapi/53.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info53,osgeo-review:Review53,Definition not provided in this language.,,,,https://www.opengeospatial.org/acronyms,,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,53
54,osgeo-concept:c54,computer-generated imagery,CGI,computer-generated imagery,,skos:Concept,owl:NamedIndividual,ldapi54-json,https://osgeo.geolexica.org/api/ldapi/54.json,ldapi54-jsonld,https://osgeo.geolexica.org/api/ldapi/54.jsonld,ldapi54-rdfxml,https://osgeo.geolexica.org/api/ldapi/54.rdf,ldapi54-skosrdf,https://osgeo.geolexica.org/api/ldapi/54.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info54,osgeo-review:Review54,special visual effects created using computer software,,,,https://mapserver.org/glossary.html,,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,54
55,osgeo-concept:c55,Consortium of Universities for the Advancement of Hydrologic Science,CUAHSI,Consortium of Universities for the Advancement of Hydrologic Science,,skos:Concept,owl:NamedIndividual,ldapi55-json,https://osgeo.geolexica.org/api/ldapi/55.json,ldapi55-jsonld,https://osgeo.geolexica.org/api/ldapi/55.jsonld,ldapi55-rdfxml,https://osgeo.geolexica.org/api/ldapi/55.rdf,ldapi55-skosrdf,https://osgeo.geolexica.org/api/ldapi/55.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info55,osgeo-review:Review55,Definition not provided in this language.,,,,https://www.opengeospatial.org/acronyms,,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,55
56,osgeo-concept:c56,Content Standard for Digital Geospatial Metadata,CSDGM,Content Standard for Digital Geospatial Metadata,,skos:Concept,owl:NamedIndividual,ldapi56-json,https://osgeo.geolexica.org/api/ldapi/56.json,ldapi56-jsonld,https://osgeo.geolexica.org/api/ldapi/56.jsonld,ldapi56-rdfxml,https://osgeo.geolexica.org/api/ldapi/56.rdf,ldapi56-skosrdf,https://osgeo.geolexica.org/api/ldapi/56.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info56,osgeo-review:Review56,determines metadata that exists in a geographical position and how to access to them,Note to entry:  Does not dictate how to organize the data in a computer nor which software to use.,,,https://joinup.ec.europa.eu/sites/default/files/document/2011-12/gvsig-1_0-man-v1-en_01.pdf,,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,56
57,osgeo-concept:c57,coordinate,,coordinate,,skos:Concept,owl:NamedIndividual,ldapi57-json,https://osgeo.geolexica.org/api/ldapi/57.json,ldapi57-jsonld,https://osgeo.geolexica.org/api/ldapi/57.jsonld,ldapi57-rdfxml,https://osgeo.geolexica.org/api/ldapi/57.rdf,ldapi57-skosrdf,https://osgeo.geolexica.org/api/ldapi/57.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info57,osgeo-review:Review57,one of a sequence of numbers designating the position of a point,"Note to entry:  In a spatial coordinate reference system, the coordinate numbers are qualified by units.",,,"ISO 19111:2019, 3.1.5",,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,57
58,osgeo-concept:c58,Coordinate geometry,COGO,Coordinate geometry,,skos:Concept,owl:NamedIndividual,ldapi58-json,https://osgeo.geolexica.org/api/ldapi/58.json,ldapi58-jsonld,https://osgeo.geolexica.org/api/ldapi/58.jsonld,ldapi58-rdfxml,https://osgeo.geolexica.org/api/ldapi/58.rdf,ldapi58-skosrdf,https://osgeo.geolexica.org/api/ldapi/58.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info58,osgeo-review:Review58,Definition not provided in this language.,,,,https://www.osgeo.org/initiatives/geo-for-all/geo-newsletters-archive/,,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,58
59,osgeo-concept:c59,Coordinate Reference System,CRS,Coordinate Reference System,,skos:Concept,owl:NamedIndividual,ldapi59-json,https://osgeo.geolexica.org/api/ldapi/59.json,ldapi59-jsonld,https://osgeo.geolexica.org/api/ldapi/59.jsonld,ldapi59-rdfxml,https://osgeo.geolexica.org/api/ldapi/59.rdf,ldapi59-skosrdf,https://osgeo.geolexica.org/api/ldapi/59.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info59,osgeo-review:Review59,coordinate system that is related to an object by a datum,Note 1 to entry:  Geodetic and vertical datums are referred to as reference frames.,"Note 2 to entry:  For geodetic and vertical reference frames, the object will be the Earth. In planetary applications, geodetic and vertical reference frames may be applied to other celestial bodies.",,"ISO 19111:2019, 3.1.9",,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,59
60,osgeo-concept:c60,coordinate reference system,CRS,coordinate reference system,,skos:Concept,owl:NamedIndividual,ldapi60-json,https://osgeo.geolexica.org/api/ldapi/60.json,ldapi60-jsonld,https://osgeo.geolexica.org/api/ldapi/60.jsonld,ldapi60-rdfxml,https://osgeo.geolexica.org/api/ldapi/60.rdf,ldapi60-skosrdf,https://osgeo.geolexica.org/api/ldapi/60.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info60,osgeo-review:Review60,coordinate system that is related to an object by a datum,Note 1 to entry:  Geodetic and vertical datums are referred to as reference frames.,"Note 2 to entry:  For geodetic and vertical reference frames, the object will be the Earth. In planetary applications, geodetic and vertical reference frames may be applied to other celestial bodies.",,"ISO 19111:2019, 3.1.9",,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,60
61,osgeo-concept:c61,coverage,,coverage,,skos:Concept,owl:NamedIndividual,ldapi61-json,https://osgeo.geolexica.org/api/ldapi/61.json,ldapi61-jsonld,https://osgeo.geolexica.org/api/ldapi/61.jsonld,ldapi61-rdfxml,https://osgeo.geolexica.org/api/ldapi/61.rdf,ldapi61-skosrdf,https://osgeo.geolexica.org/api/ldapi/61.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info61,osgeo-review:Review61,"feature that acts as a function to return values from its range for any direct position within its spatial, temporal or spatiotemporal domain","Note to entry:  In other words, a coverage is a feature that has multiple values for each attribute type, where each direct position within the geometric representation of the feature has a single value for each attribute type.",,,"ISO 19123:2005, 4.1.7","EXAMPLE: Examples include a raster image, polygon overlay or digital elevation matrix.",https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,61
62,osgeo-concept:c62,Create Read Update and Delete.,CRUD,Create Read Update and Delete.,,skos:Concept,owl:NamedIndividual,ldapi62-json,https://osgeo.geolexica.org/api/ldapi/62.json,ldapi62-jsonld,https://osgeo.geolexica.org/api/ldapi/62.jsonld,ldapi62-rdfxml,https://osgeo.geolexica.org/api/ldapi/62.rdf,ldapi62-skosrdf,https://osgeo.geolexica.org/api/ldapi/62.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info62,osgeo-review:Review62,Definition not provided in this language.,,,,https://geonetwork-opensource.org/manuals/2.10.4/eng/users/glossary.html,,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,62
63,osgeo-concept:c63,Creative Commons,,Creative Commons,,skos:Concept,owl:NamedIndividual,ldapi63-json,https://osgeo.geolexica.org/api/ldapi/63.json,ldapi63-jsonld,https://osgeo.geolexica.org/api/ldapi/63.jsonld,ldapi63-rdfxml,https://osgeo.geolexica.org/api/ldapi/63.rdf,ldapi63-skosrdf,https://osgeo.geolexica.org/api/ldapi/63.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info63,osgeo-review:Review63,American non-profit organization and international network devoted to educational access and expanding the range of creative works available for others to build upon legally and to share,,,,https://geonetwork-opensource.org/manuals/2.10.4/eng/users/glossary.html,,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,63
64,osgeo-concept:c64,CyberInfrastructure,CI,CyberInfrastructure,,skos:Concept,owl:NamedIndividual,ldapi64-json,https://osgeo.geolexica.org/api/ldapi/64.json,ldapi64-jsonld,https://osgeo.geolexica.org/api/ldapi/64.jsonld,ldapi64-rdfxml,https://osgeo.geolexica.org/api/ldapi/64.rdf,ldapi64-skosrdf,https://osgeo.geolexica.org/api/ldapi/64.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info64,osgeo-review:Review64,Definition not provided in this language.,,,,https://www.osgeo.org/initiatives/geo-for-all/geo-newsletters-archive/,,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,64
65,osgeo-concept:c65,Data Access Object,DAO,Data Access Object,,skos:Concept,owl:NamedIndividual,ldapi65-json,https://osgeo.geolexica.org/api/ldapi/65.json,ldapi65-jsonld,https://osgeo.geolexica.org/api/ldapi/65.jsonld,ldapi65-rdfxml,https://osgeo.geolexica.org/api/ldapi/65.rdf,ldapi65-skosrdf,https://osgeo.geolexica.org/api/ldapi/65.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info65,osgeo-review:Review65,Definition not provided in this language.,,,,https://geonetwork-opensource.org/manuals/2.10.4/eng/users/glossary.html,,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,65
66,osgeo-concept:c66,Data Base File,DBF,Data Base File,,skos:Concept,owl:NamedIndividual,ldapi66-json,https://osgeo.geolexica.org/api/ldapi/66.json,ldapi66-jsonld,https://osgeo.geolexica.org/api/ldapi/66.jsonld,ldapi66-rdfxml,https://osgeo.geolexica.org/api/ldapi/66.rdf,ldapi66-skosrdf,https://osgeo.geolexica.org/api/ldapi/66.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info66,osgeo-review:Review66,file format used by Dbase,,,,https://www.opengeospatial.org/acronyms,,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,66
